,order_city,order_country,order_item_discount_rate,order_item_product_price,order_item_quantity,order_profit_per_order,order_region,order_state,label,distance_normalized,is_international,order_weekofyear,order_month,order_hour,shipping_day_of_week,order_shipping_time,payment_type_DEBIT,payment_type_PAYMENT,payment_type_TRANSFER,customer_segment_Corporate,customer_segment_Home Office,market_Europe,market_LATAM,market_Pacific Asia,market_USCA,shipping_mode_Same Day,shipping_mode_Second Class,shipping_mode_Standard Class,product_name_encoded,category_name_encoded,department_name_encoded
4473,6.431695394906098e-05,0.03621044507332133,0.16,0.07466587487654465,0.0,0.734783458127448,0.04708001029071263,0.0032801646514021097,1,0.7273031936920156,0.0,0.2884615384615385,0.2727272727272727,0.30434782608695654,0.6666666666666666,0.9999999999999999,False,True,False,True,False,False,False,True,False,False,False,True,0.3391831162029442,0.3391831162029442,0.33114408959120467
10250,0.0005145356315924878,0.04971700540262413,0.2,0.024894847115087926,0.0,0.7161771033901314,0.08811422691021353,0.0027656290198096217,1,0.4895879860270135,0.0,0.09615384615384616,0.09090909090909091,0.6086956521739131,1.0,0.2727272727272727,False,False,True,False,False,False,True,False,False,False,False,True,0.29163724690387327,0.29163724690387327,0.3126888126167739
11205,0.002444044250064317,0.006496012348855158,0.8,0.11822096855452903,0.0,0.7280127483997114,0.007074864934396707,0.0026369951119115,1,0.7081274404575498,0.0,0.19230769230769235,0.1818181818181818,0.8260869565217391,0.0,0.6363636363636364,False,True,False,False,False,False,False,False,False,False,False,True,0.33060090859121877,0.33060090859121877,0.33674693595775035
1437,0.0009004373552868536,0.0019295086184718292,1.0,0.11822096855452903,0.0,0.7009922063472432,0.05357602263956779,0.0010933882171340365,-1,0.4045825482081283,0.0,0.13461538461538464,0.09090909090909091,0.8260869565217391,0.3333333333333333,0.9999999999999999,False,False,True,True,False,True,False,False,False,False,False,True,0.3318135013889073,0.3318135013889073,0.35508629785476026
14648,0.00019295086184718292,0.05576279907383586,0.4,0.024882402802608502,0.75,0.7379549819139787,0.12921276048366348,0.002572678157962439,1,0.1373538909126867,0.0,0.7307692307692307,0.7272727272727273,0.30434782608695654,0.6666666666666666,0.4545454545454545,False,False,False,False,False,False,True,False,False,False,False,True,0.34369243408263284,0.34369243408263284,0.3436328557153468
3491,0.0008361204013377926,0.014728582454334962,0.12,0.18043630879540987,0.0,0.7221991531970604,0.12921276048366348,0.0008361204013377926,0,0.1341036454879428,0.0,0.3269230769230769,0.2727272727272727,0.3913043478260869,0.5,0.2727272727272727,True,False,False,False,False,False,True,False,False,False,False,True,0.3520069963686552,0.3520069963686552,0.33674693595775035
15085,0.009454592230511963,0.01865191664522768,0.28,0.018666468719136162,0.25,0.7200819585681351,0.12921276048366348,0.009454592230511963,1,0.2017499871812617,0.0,0.44230769230769235,0.4545454545454545,0.043478260869565216,0.8333333333333333,0.8181818181818182,False,False,True,True,False,False,True,False,False,False,True,False,0.3594475908827524,0.36360028073116235,0.3177185078341385
11958,0.0016722408026755853,0.002122459480319012,0.52,0.2426578711925304,0.0,0.7429596908386584,0.04650115770517108,0.0018651916645227682,1,0.033641210926455,0.0,0.3653846153846154,0.36363636363636365,0.0,0.6666666666666666,0.2727272727272727,False,False,True,False,False,False,True,False,False,False,True,False,0.34463538055860893,0.34463538055860893,0.33674693595775035
12892,6.431695394906098e-05,0.019102135322871108,0.2,0.18043630879540987,0.0,0.7351743779489287,0.03228711088242861,0.0030872137895549268,1,0.4811311499058227,0.0,0.8076923076923077,0.8181818181818182,0.3913043478260869,1.0,0.6363636363636364,False,False,True,False,True,False,False,True,False,False,False,False,0.3650480491560465,0.3650480491560465,0.34930735603982865
12112,6.431695394906098e-05,0.08676357087728326,0.8,0.024882402802608502,1.0,0.6463683446540176,0.16323642912271674,0.004695137638281451,1,0.4620862669614887,0.0,0.2884615384615385,0.2727272727272727,0.6521739130434783,0.8333333333333333,0.2727272727272727,False,False,True,False,False,True,False,False,False,False,False,False,0.34369243408263284,0.34369243408263284,0.3436328557153468
7330,0.00019295086184718292,0.05029585798816568,0.2,0.024894847115087926,0.5,0.7093286115382997,0.16323642912271674,0.0009647543092359146,1,0.3828499290714109,0.0,0.5192307692307693,0.5454545454545454,0.08695652173913043,0.16666666666666666,0.6363636363636364,True,False,False,False,False,True,False,False,False,False,True,False,0.2999489313685777,0.2999489313685777,0.3177185078341385
12531,0.006303061487007975,0.1386030357602264,0.12,0.031110781198560273,0.5,0.7338352729195146,0.04064831489580654,0.024247491638795988,1,0.3092425266007209,0.0,0.23076923076923078,0.2727272727272727,0.8695652173913043,0.0,0.4545454545454545,False,False,True,False,False,False,False,False,True,False,False,True,0.31917922925565956,0.320126128797724,0.33114408959120467
4267,0.0005788525855415488,0.006881914072549524,0.24,0.006222156239712053,0.5,0.7215127329283135,0.02450475945459223,0.0007074864934396708,-1,0.5467887850016004,0.0,0.6346153846153846,0.6363636363636364,0.30434782608695654,0.0,0.8181818181818182,True,False,False,False,False,True,False,False,False,False,False,True,0.2894248807418128,0.337004013022873,0.3470812232418112
4584,0.0012863390789812194,0.05576279907383586,1.0,0.2426578711925304,0.0,0.6976005865136088,0.12921276048366348,0.0045021867764342685,1,0.181495905961437,0.0,0.6923076923076923,0.7272727272727273,0.0,0.5,0.2727272727272727,False,True,False,False,False,False,True,False,False,False,True,False,0.335749611156994,0.335749611156994,0.3363528682670732
8447,0.00038590172369436584,0.006881914072549524,0.68,0.024894847115087926,0.0,0.6922704885170621,0.02450475945459223,0.0004502186776434268,0,0.5540032539548337,0.0,0.13461538461538464,0.09090909090909091,0.9130434782608695,0.5,0.2727272727272727,False,True,False,False,False,True,False,False,False,True,False,False,0.24533450620962327,0.35853433027817977,0.3780479750993499
6084,0.00038590172369436584,0.03621044507332133,1.0,0.2426578711925304,0.0,0.7463364894817639,0.04708001029071263,0.0009647543092359146,1,0.7589369765645242,0.0,0.9423076923076923,0.9999999999999999,0.0,0.8333333333333333,0.2727272727272727,False,False,True,False,False,False,False,True,False,False,False,False,0.37201006789594754,0.37201006789594754,0.35508629785476026
15211,0.0005788525855415488,0.0055312580396192435,0.48,0.018666468719136162,0.75,0.7276517768354345,0.02450475945459223,0.0008361204013377926,1,0.3997983362299451,0.0,0.5384615384615384,0.5454545454545454,0.9130434782608695,0.6666666666666666,0.2727272727272727,False,True,False,True,False,True,False,False,False,False,True,False,0.3769650617304155,0.37936014961657655,0.3260117435225974
6898,0.0002572678157962439,0.002444044250064317,0.08,0.024882402802608502,0.5,0.7257511787257859,0.08811422691021353,0.0002572678157962439,-1,0.1625694317089574,0.0,0.5576923076923077,0.5454545454545454,0.5217391304347826,1.0,0.2727272727272727,False,False,True,True,False,False,True,False,False,False,False,True,0.335778220485491,0.335778220485491,0.34930735603982865
335,0.0007074864934396708,0.05029585798816568,0.72,0.009333280403524255,0.5,0.7160997358174103,0.16323642912271674,0.017043992796501158,0,0.3321740819342619,0.0,0.09615384615384616,0.09090909090909091,0.43478260869565216,0.16666666666666666,0.2727272727272727,False,False,True,True,False,True,False,False,False,False,False,True,0.42460787323305416,0.3892238837969663,0.35943010154795263
13811,0.0009004373552868536,0.009583226138410086,0.2,0.18043630879540987,0.0,0.7471032136079043,0.12921276048366348,0.008875739644970414,1,0.152454868258558,0.0,0.2884615384615385,0.2727272727272727,0.34782608695652173,0.3333333333333333,0.4545454545454545,False,False,False,False,False,False,True,False,False,False,True,False,0.3520069963686552,0.3520069963686552,0.33674693595775035
7099,0.0005788525855415488,0.00392333419089272,0.52,0.18043630879540987,0.0,0.740224949303957,0.04868793413943916,0.0006431695394906097,1,0.6939986329730031,0.0,0.3076923076923077,0.2727272727272727,0.9130434782608695,0.3333333333333333,0.9999999999999999,False,False,True,True,False,False,False,True,False,False,False,True,0.3650480491560465,0.3650480491560465,0.34930735603982865
1026,0.013828145099048108,0.1386030357602264,0.08,0.031110781198560273,0.75,0.7578830746495216,0.042063287882685874,0.017365577566246463,1,0.013705315070615,0.0,0.9423076923076923,0.9999999999999999,0.0,0.8333333333333333,0.8181818181818182,False,True,False,True,False,False,False,False,True,False,False,False,0.3338183847671654,0.3342969635137408,0.33926004191452325
14919,0.0005145356315924878,0.002379727296115256,0.36,0.2426578711925304,0.0,0.7222086801584928,0.02450475945459223,0.0005145356315924878,0,0.4545413682556217,0.0,0.21153846153846156,0.1818181818181818,0.9565217391304348,1.0,0.4545454545454545,False,True,False,False,False,True,False,False,False,True,False,False,0.37201006789594754,0.37201006789594754,0.35508629785476026
8920,0.005981476717262671,0.014342680730640597,0.4,0.018666468719136162,0.75,0.7408050335396953,0.12921276048366348,0.006881914072549524,-1,0.1182600821599609,0.0,0.6923076923076923,0.7272727272727273,0.2608695652173913,0.16666666666666666,0.2727272727272727,False,True,False,False,False,False,True,False,False,False,False,True,0.37317825976592334,0.3755333956423862,0.32336309750333364
15294,0.0017365577566246463,0.1386030357602264,0.16,0.013335856002878121,1.0,0.7036980107846045,0.042063287882685874,0.007074864934396707,1,0.1527584810903524,0.0,0.44230769230769235,0.4545454545454545,0.9130434782608695,0.8333333333333333,0.4545454545454545,False,True,False,True,False,False,False,False,True,False,False,True,0.3065236003007349,0.3826214386995863,0.35943010154795263
6739,0.00038590172369436584,0.00919732441471572,0.12,0.024894847115087926,0.25,0.7244557556796123,0.019102135322871108,0.00038590172369436584,1,0.5744818262607378,0.0,0.6538461538461539,0.6363636363636364,1.0,1.0,0.2727272727272727,False,True,False,False,False,False,False,False,False,False,False,False,0.29883778717803866,0.29883778717803866,0.3203366052064611
4358,0.00012863390789812196,0.1386030357602264,0.52,0.024894847115087926,0.75,0.7207978157338261,0.04064831489580654,0.002572678157962439,0,0.2488441962770481,0.0,0.2692307692307693,0.2727272727272727,0.43478260869565216,0.0,0.9999999999999999,False,False,False,False,True,False,False,False,True,False,True,False,0.29163724690387327,0.29163724690387327,0.3126888126167739
746,0.0002572678157962439,0.004437869822485207,0.6,0.07466587487654465,0.0,0.7225408313156674,0.004437869822485207,0.0026369951119115,1,0.1836450798848511,0.0,0.9423076923076923,0.9999999999999999,0.6086956521739131,0.16666666666666666,0.2727272727272727,True,False,False,False,False,False,False,False,True,False,False,True,0.3363828823328856,0.3363828823328856,0.33926004191452325
3942,0.004566503730383329,0.05029585798816568,0.52,0.024882402802608502,0.25,0.7127105433189742,0.16323642912271674,0.004566503730383329,0,0.3619146697507234,0.0,0.09615384615384616,0.09090909090909091,0.21739130434782608,1.0,0.2727272727272727,False,False,False,False,False,True,False,False,False,False,True,False,0.3336367761876686,0.3336367761876686,0.3363528682670732
6097,0.006303061487007975,0.1386030357602264,0.2,0.031110781198560273,0.25,0.6954129179335616,0.04064831489580654,0.024247491638795988,1,0.1157702856040417,0.0,0.5192307692307693,0.5454545454545454,0.9130434782608695,0.16666666666666666,0.9999999999999999,False,True,False,False,False,False,False,False,True,False,False,False,0.3338183847671654,0.3342969635137408,0.33926004191452325
8505,0.0009004373552868536,0.016207872395163365,0.72,0.07466587487654465,0.0,0.7324618933394363,0.04650115770517108,0.0010290712631849757,-1,0.0711201486084853,0.0,0.6923076923076923,0.7272727272727273,0.4782608695652174,0.8333333333333333,0.9999999999999999,False,False,False,False,False,False,True,False,False,False,False,True,0.3391831162029442,0.3391831162029442,0.33114408959120467
2445,0.0005788525855415488,0.1386030357602264,0.24,0.009339456515807792,0.0,0.7120540554942748,0.042063287882685874,0.0026369951119115,1,0.0049635088133716,0.0,0.826923076923077,0.9090909090909091,0.0,0.16666666666666666,0.8181818181818182,False,False,True,True,False,False,False,False,True,False,False,False,0.2876335590043859,0.2876335590043859,0.2876335590043859
6630,0.00019295086184718292,0.04971700540262413,0.72,0.031110781198560273,0.5,0.7416112589296701,0.08811422691021353,0.013570877283251865,1,0.4168820311874409,0.0,0.6538461538461539,0.7272727272727273,0.3913043478260869,1.0,0.0,False,True,False,True,False,False,True,False,False,False,True,False,0.3074421762018012,0.30793545100507635,0.32066394827101274
1423,0.00032158476974530485,0.006881914072549524,0.0,0.32386497448075957,0.0,0.7284041258725321,0.02450475945459223,0.00032158476974530485,1,0.475616736179148,0.0,0.9807692307692307,0.9999999999999999,0.4782608695652174,0.8333333333333333,0.6363636363636364,False,True,False,False,False,True,False,False,False,False,False,False,0.3780457737042397,0.3780457737042397,0.1360707001464104
13589,0.0007074864934396708,0.014728582454334962,0.68,0.11822096855452903,0.0,0.7449505821613447,0.12921276048366348,0.012155904296372524,-1,0.0930978660115875,0.0,0.673076923076923,0.7272727272727273,0.13043478260869565,1.0,0.9999999999999999,False,False,True,False,True,False,True,False,False,False,False,True,0.33060090859121877,0.33060090859121877,0.33674693595775035
6556,0.009518909184461024,0.1386030357602264,0.28,0.055999406157408484,0.25,0.7493202032043439,0.04064831489580654,0.024247491638795988,1,0.0948118892832239,0.0,0.8846153846153846,0.9090909090909091,0.0,0.6666666666666666,0.8181818181818182,True,False,False,False,True,False,False,False,True,False,True,False,0.33807286980301726,0.33152034639005085,0.33060090859121877
939,0.006303061487007975,0.1386030357602264,0.64,0.07466587487654465,0.0,0.7330422845364393,0.04064831489580654,0.024247491638795988,-1,0.1463316087515278,0.0,0.8076923076923077,0.8181818181818182,0.5652173913043478,0.3333333333333333,0.2727272727272727,False,False,True,False,False,False,False,False,True,False,False,True,0.3391831162029442,0.3391831162029442,0.33114408959120467
11344,0.009454592230511963,0.01865191664522768,0.4,0.024882402802608502,0.0,0.7155697200659222,0.12921276048366348,0.009454592230511963,0,0.1658452240852005,0.0,0.9423076923076923,0.9999999999999999,0.8695652173913043,0.3333333333333333,0.6363636363636364,True,False,False,False,False,False,True,False,False,False,False,True,0.3336367761876686,0.3336367761876686,0.3363528682670732
10684,0.0007718034473887317,0.0045021867764342685,0.8,0.11822096855452903,0.0,0.7295009710256649,0.08811422691021353,0.0007718034473887317,1,0.569156695935986,0.0,0.6923076923076923,0.7272727272727273,0.17391304347826086,0.16666666666666666,0.4545454545454545,False,False,False,False,True,False,True,False,False,False,True,False,0.33060090859121877,0.33060090859121877,0.33674693595775035
2644,6.431695394906098e-05,0.0014792899408284023,0.28,0.024882402802608502,0.0,0.7190425737731908,0.03228711088242861,0.00012863390789812196,1,0.6209106236635444,0.0,0.3076923076923077,0.2727272727272727,0.08695652173913043,0.0,0.6363636363636364,True,False,False,False,False,False,False,True,False,False,False,True,0.36289128830773687,0.36289128830773687,0.35508629785476026
2791,0.00019295086184718292,0.03621044507332133,0.2,0.031110781198560273,1.0,0.48254258475113143,0.04708001029071263,0.002701312065860561,1,0.6499315794361786,0.0,0.057692307692307696,0.0,0.4782608695652174,0.0,0.2727272727272727,True,False,False,False,False,False,False,True,False,True,False,False,0.2935595781532187,0.29457385011566917,0.3192289787307593
2749,0.0020581425263699513,0.019102135322871108,0.08,0.024894847115087926,0.0,0.6911179019655682,0.03228711088242861,0.0030872137895549268,0,0.4823262142130999,0.0,0.3076923076923077,0.2727272727272727,0.3913043478260869,0.3333333333333333,0.2727272727272727,True,False,False,False,True,False,False,True,False,False,False,True,0.2999489313685777,0.2999489313685777,0.3177185078341385
12720,0.007782351427836377,0.010226395677900695,0.16,0.18043630879540987,0.0,0.6015156111501131,0.16323642912271674,0.007782351427836377,-1,0.4022474493247152,0.0,0.673076923076923,0.7272727272727273,0.7826086956521738,0.16666666666666666,0.2727272727272727,True,False,False,False,True,True,False,False,False,False,False,True,0.3586873366122773,0.3586873366122773,0.3436328557153468
8614,0.0004502186776434268,0.03621044507332133,0.24,0.055999406157408484,0.25,0.7235287345206918,0.04708001029071263,0.0032801646514021097,0,0.6050773604689507,0.0,0.09615384615384616,0.09090909090909091,0.8260869565217391,0.5,0.2727272727272727,False,True,False,True,False,False,False,True,False,False,False,True,0.3314823648200101,0.3319910327620125,0.33683512597337273
4815,0.0002572678157962439,0.1386030357602264,0.16,0.055999406157408484,0.0,0.7135767433589508,0.03190120915873424,0.012734756881914073,-1,0.182790572002362,0.0,0.826923076923077,0.9090909090909091,0.7826086956521738,0.8333333333333333,0.2727272727272727,False,False,True,False,False,False,False,False,True,False,False,True,0.33192829066731905,0.32925153234805893,0.3379992703272726
3682,0.007782351427836377,0.010226395677900695,0.64,0.024882402802608502,0.5,0.7350260691488124,0.16323642912271674,0.007782351427836377,1,0.452125574123033,0.0,0.21153846153846156,0.1818181818181818,0.6521739130434783,0.5,0.9999999999999999,True,False,False,False,False,True,False,False,False,False,True,False,0.335778220485491,0.335778220485491,0.34930735603982865
4207,0.0035374324671983534,0.009583226138410086,0.16,0.18043630879540987,0.0,0.7102422525231791,0.12921276048366348,0.008875739644970414,1,0.2549734766182859,0.0,0.3269230769230769,0.2727272727272727,0.2608695652173913,0.0,0.6363636363636364,False,False,True,False,False,False,True,False,False,False,False,True,0.3650480491560465,0.3650480491560465,0.34930735603982865
5085,0.00012863390789812196,0.03112940571134551,0.65182556,0.11822096855452903,0.0,0.7196209135944996,0.04868793413943916,0.0014792899408284023,1,0.691308230056837,0.0,0.2692307692307693,0.2727272727272727,0.8695652173913043,0.8333333333333333,0.9999999999999999,False,True,False,False,False,False,False,True,False,False,False,True,0.33060090859121877,0.33060090859121877,0.33674693595775035
11991,0.0007718034473887317,0.0045021867764342685,0.24,0.07466587487654465,0.0,0.7069609551211199,0.08811422691021353,0.0007718034473887317,-1,0.5446492588510715,0.0,0.42307692307692313,0.4545454545454545,0.5217391304347826,0.0,0.9999999999999999,False,False,False,True,False,False,True,False,False,False,False,True,0.3650727659739909,0.3650727659739909,0.3379194995210432
100,0.0061744275791098535,0.014728582454334962,0.2,0.031110781198560273,0.0,0.7211236144113451,0.12921276048366348,0.012155904296372524,0,0.1315260966913239,0.0,0.826923076923077,0.9090909090909091,0.9565217391304348,0.6666666666666666,0.9999999999999999,False,False,False,False,False,False,True,False,False,False,False,True,0.31917922925565956,0.320126128797724,0.33114408959120467
7121,0.00199382557242089,0.05576279907383586,0.4,0.024894847115087926,0.25,0.716200358031394,0.12921276048366348,0.002572678157962439,-1,0.1892993321471584,0.0,0.6538461538461539,0.6363636363636364,0.9130434782608695,0.5,0.4545454545454545,True,False,False,True,False,False,True,False,False,False,False,True,0.2999489313685777,0.2999489313685777,0.3177185078341385
14773,0.0016079238487265242,0.05576279907383586,0.72,0.07466587487654465,0.0,0.7319661425253297,0.12921276048366348,0.004952405454077695,1,0.1776818998960443,0.0,0.23076923076923078,0.1818181818181818,0.08695652173913043,0.6666666666666666,0.6363636363636364,False,True,False,False,False,False,True,False,False,False,False,False,0.3363828823328856,0.3363828823328856,0.33926004191452325
8663,0.0007718034473887317,0.002186776434268073,0.28,0.007472809643894177,0.75,0.7223686051170126,0.057756624646256756,0.0010290712631849757,-1,0.3137730572449574,0.0,0.21153846153846156,0.1818181818181818,0.6086956521739131,0.5,0.9999999999999999,False,True,False,True,False,True,False,False,False,False,False,True,0.34367797609476336,0.3319910327620125,0.33683512597337273
15456,0.0009647543092359146,0.1386030357602264,0.16,0.024882402802608502,0.0,0.7189309961440415,0.023990223822999743,0.0036660663750964755,-1,0.100242831599068,0.0,0.6923076923076923,0.7272727272727273,0.5217391304347826,0.6666666666666666,0.9999999999999999,False,False,False,False,True,False,False,False,True,False,False,True,0.335778220485491,0.335778220485491,0.34930735603982865
12934,0.0012863390789812194,0.004952405454077695,0.8,0.024882402802608502,0.0,0.7105254814148025,0.00990481090815539,0.0012863390789812194,-1,0.584088292740308,0.0,0.6346153846153846,0.6363636363636364,0.6521739130434783,0.6666666666666666,0.8181818181818182,True,False,False,False,False,False,False,False,False,False,False,True,0.36289128830773687,0.36289128830773687,0.35508629785476026
7038,0.00012863390789812196,0.08676357087728326,0.4,0.055999406157408484,0.75,0.7840033574493273,0.16323642912271674,0.005209673269873939,1,0.3708738519717848,0.0,0.8461538461538461,0.9090909090909091,0.7826086956521738,0.0,0.4545454545454545,True,False,False,True,False,True,False,False,False,False,False,True,0.338869300015369,0.33733871266461685,0.3398187122412882
12868,0.006303061487007975,0.1386030357602264,0.8,0.2426578711925304,0.0,0.7577772009187814,0.04064831489580654,0.024247491638795988,-1,0.3092735790479937,0.0,0.5192307692307693,0.5454545454545454,0.9565217391304348,0.3333333333333333,0.2727272727272727,False,True,False,False,False,False,False,False,True,False,False,True,0.34463538055860893,0.34463538055860893,0.33674693595775035
4112,0.00019295086184718292,0.004437869822485207,0.72,0.031110781198560273,1.0,0.7612869867171176,0.004437869822485207,0.0026369951119115,1,0.1062968105078925,0.0,0.057692307692307696,0.0,0.30434782608695654,0.6666666666666666,0.6363636363636364,False,False,True,False,False,False,False,False,True,False,False,True,0.3074421762018012,0.30793545100507635,0.32066394827101274
11197,0.0030872137895549268,0.038268587599691276,0.0,0.031110781198560273,1.0,0.6891352112515201,0.04836634936969385,0.004823771546179573,1,0.7804347000810358,0.0,0.9807692307692307,0.0,0.13043478260869565,0.5,0.6363636363636364,False,False,True,False,False,False,False,True,False,False,False,False,0.3338183847671654,0.3342969635137408,0.33926004191452325
6385,0.0005788525855415488,0.009840493954206329,0.68,0.024894847115087926,0.5,0.7190885844762073,0.04836634936969385,0.002315410342166195,1,0.7268164504386223,0.0,0.673076923076923,0.7272727272727273,0.9565217391304348,0.3333333333333333,0.2727272727272727,False,True,False,False,False,False,False,True,False,False,True,False,0.2999489313685777,0.2999489313685777,0.3177185078341385
14740,0.0005788525855415488,0.03112940571134551,0.12,0.2750504165764714,0.0,0.8065538593367104,0.04868793413943916,0.002701312065860561,-1,0.6615276748970331,0.0,0.4807692307692308,0.4545454545454545,0.043478260869565216,0.6666666666666666,0.4545454545454545,False,True,False,False,True,False,False,True,False,False,False,True,-0.1502782835120261,-0.1502782835120261,0.14185486449571486
3271,0.0007718034473887317,0.04971700540262413,0.8,0.018666468719136162,1.0,0.7272649163441327,0.08811422691021353,0.0010933882171340365,1,0.4919457035231009,0.0,0.3269230769230769,0.36363636363636365,0.6521739130434783,0.16666666666666666,0.8181818181818182,True,False,False,True,False,False,True,False,False,False,True,False,0.37317825976592334,0.3755333956423862,0.32336309750333364
12599,0.0005145356315924878,0.019102135322871108,0.16,0.11822096855452903,0.0,0.7220598578958974,0.03228711088242861,0.0005788525855415488,-1,0.4566068120361394,0.0,0.13461538461538464,0.09090909090909091,0.6956521739130435,1.0,0.4545454545454545,True,False,False,True,False,False,False,True,False,False,False,True,0.3257838698538857,0.3257838698538857,0.3436328557153468
11079,0.00019295086184718292,0.0055312580396192435,0.0,0.024894847115087926,0.0,0.7107587719759487,0.02450475945459223,0.0008361204013377926,-1,0.3419442590318008,0.0,0.9807692307692307,0.9999999999999999,0.5652173913043478,0.0,0.9999999999999999,False,True,False,False,True,True,False,False,False,False,False,True,0.29959980210395043,0.29959980210395043,0.3260117435225974
14319,0.0019295086184718292,0.05576279907383586,0.48,0.11822096855452903,0.0,0.7463178866989395,0.12921276048366348,0.002379727296115256,1,0.1498157823450734,0.0,0.23076923076923078,0.1818181818181818,0.0,0.5,0.8181818181818182,True,False,False,False,False,False,True,False,False,False,True,False,0.2784477675939326,0.2784477675939326,0.3379992703272726
